query_id,query,k,precision,recall,f1,ndcg
1,software companies,10,0.9,0.009,0.01782178217821782,0.9216017310213247
1,software companies,50,0.6,0.03,0.05714285714285714,0.6646055047376027
1,software companies,100,0.57,0.057,0.10363636363636362,0.6145705377541965
1,software companies,500,0.446,0.223,0.29733333333333334,0.47379484430719065
1,software companies,1000,0.366,0.366,0.366,0.3938628501826879
2,healthcare providers,10,1.0,0.01,0.019801980198019802,1.0
2,healthcare providers,50,0.94,0.047,0.08952380952380952,0.9557189312560734
2,healthcare providers,100,0.95,0.095,0.17272727272727273,0.9572906135500565
2,healthcare providers,500,0.916,0.458,0.6106666666666666,0.9252040020636394
2,healthcare providers,1000,0.787,0.787,0.787,0.8122904009354516
3,AI startups in Berlin,10,0.8,0.008,0.015841584158415842,0.7510916729774053
3,AI startups in Berlin,50,0.76,0.038,0.07238095238095238,0.7579097514156904
3,AI startups in Berlin,100,0.72,0.072,0.13090909090909092,0.727350888154482
3,AI startups in Berlin,500,0.5,0.25,0.3333333333333333,0.5343427756091382
3,AI startups in Berlin,1000,0.473,0.473,0.473,0.4967837353925956
4,renewable energy companies in Germany,10,0.5,0.005,0.009900990099009901,0.5294438830372382
4,renewable energy companies in Germany,50,0.78,0.039,0.07428571428571429,0.7431027486532695
4,renewable energy companies in Germany,100,0.86,0.086,0.15636363636363637,0.8179475616789947
4,renewable energy companies in Germany,500,0.814,0.407,0.5426666666666667,0.806701313771407
4,renewable energy companies in Germany,1000,0.741,0.741,0.7410000000000001,0.7488416208937039
5,companies providing cloud migration services,10,1.0,0.01,0.019801980198019802,1.0
5,companies providing cloud migration services,50,1.0,0.05,0.09523809523809523,1.0
5,companies providing cloud migration services,100,0.97,0.097,0.1763636363636364,0.9771289480540944
5,companies providing cloud migration services,500,0.928,0.464,0.6186666666666667,0.9387349718644868
5,companies providing cloud migration services,1000,0.716,0.716,0.7160000000000001,0.7553310450620662
6,B2B SaaS platforms,10,1.0,0.01,0.019801980198019802,1.0
6,B2B SaaS platforms,50,0.98,0.049,0.09333333333333334,0.9861910928322911
6,B2B SaaS platforms,100,0.98,0.098,0.17818181818181816,0.9831159934048056
6,B2B SaaS platforms,500,0.922,0.461,0.6146666666666667,0.932463584320318
6,B2B SaaS platforms,1000,0.745,0.745,0.745,0.7786345637085087
7,machine learning companies,10,1.0,0.01,0.019801980198019802,1.0
7,machine learning companies,50,0.98,0.049,0.09333333333333334,0.9857115326074308
7,machine learning companies,100,0.99,0.099,0.18,0.9911986374753583
7,machine learning companies,500,0.954,0.477,0.6359999999999999,0.9605009934089761
7,machine learning companies,1000,0.747,0.747,0.747,0.7838643132556368
8,IoT solution providers,10,1.0,0.01,0.019801980198019802,1.0
8,IoT solution providers,50,1.0,0.05,0.09523809523809523,1.0
8,IoT solution providers,100,1.0,0.1,0.18181818181818182,1.0
8,IoT solution providers,500,0.994,0.497,0.6626666666666666,0.9948605757829344
8,IoT solution providers,1000,0.886,0.886,0.886,0.9048530878361386
9,enterprise software vendors,10,1.0,0.01,0.019801980198019802,1.0
