query_id,query,k,precision,recall,f1,ndcg
1,software companies,10,0.2,0.002,0.0039603960396039604,0.3589542101716347
1,software companies,50,0.04,0.002,0.0038095238095238095,0.12645088801811785
1,software companies,100,0.03,0.003,0.005454545454545454,0.0860093451332888
1,software companies,500,0.016,0.008,0.010666666666666666,0.03468529514457163
1,software companies,1000,0.021,0.021,0.021,0.030900147864951856
2,healthcare providers,10,0.9,0.009,0.01782178217821782,0.914856882358379
2,healthcare providers,50,0.64,0.032,0.06095238095238095,0.7193927544396088
2,healthcare providers,100,0.62,0.062,0.11272727272727275,0.6752916600108422
2,healthcare providers,500,0.62,0.31,0.4133333333333334,0.6377906125460697
2,healthcare providers,1000,0.545,0.545,0.545,0.5666794087763687
3,AI startups in Berlin,10,0.4,0.004,0.007920792079207921,0.5224955967919311
3,AI startups in Berlin,50,0.1,0.005,0.009523809523809523,0.20144886176431626
3,AI startups in Berlin,100,0.1,0.01,0.01818181818181818,0.1617280497911323
3,AI startups in Berlin,500,0.126,0.063,0.084,0.14075003652115373
3,AI startups in Berlin,1000,0.158,0.158,0.158,0.16177918482871095
4,renewable energy companies in Germany,10,0.9,0.009,0.01782178217821782,0.9266360779006401
4,renewable energy companies in Germany,50,0.8,0.04,0.07619047619047618,0.8105358487838025
4,renewable energy companies in Germany,100,0.83,0.083,0.15090909090909094,0.8295933397536371
4,renewable energy companies in Germany,500,0.762,0.381,0.508,0.7720718914598644
4,renewable energy companies in Germany,1000,0.703,0.703,0.703,0.7183609246121657
5,companies providing cloud migration services,10,1.0,0.01,0.019801980198019802,1.0
5,companies providing cloud migration services,50,0.98,0.049,0.09333333333333334,0.9844933985977984
5,companies providing cloud migration services,100,0.98,0.098,0.17818181818181816,0.9831096305771603
5,companies providing cloud migration services,500,0.896,0.448,0.5973333333333334,0.910098094057705
5,companies providing cloud migration services,1000,0.678,0.678,0.678,0.719875938667743
6,B2B SaaS platforms,10,1.0,0.01,0.019801980198019802,1.0
6,B2B SaaS platforms,50,0.7,0.035,0.06666666666666667,0.7826959468210203
6,B2B SaaS platforms,100,0.59,0.059,0.10727272727272726,0.6667028991364976
6,B2B SaaS platforms,500,0.31,0.155,0.2066666666666667,0.3716310014767134
6,B2B SaaS platforms,1000,0.214,0.214,0.214,0.26348483835332626
7,machine learning companies,10,1.0,0.01,0.019801980198019802,1.0
7,machine learning companies,50,1.0,0.05,0.09523809523809523,1.0
7,machine learning companies,100,1.0,0.1,0.18181818181818182,1.0
7,machine learning companies,500,0.888,0.444,0.592,0.9066687139949597
7,machine learning companies,1000,0.69,0.69,0.69,0.7310735412596396
8,IoT solution providers,10,1.0,0.01,0.019801980198019802,1.0
8,IoT solution providers,50,0.82,0.041,0.07809523809523809,0.8731644135918846
8,IoT solution providers,100,0.83,0.083,0.15090909090909094,0.8614604812471094
8,IoT solution providers,500,0.662,0.331,0.4413333333333333,0.694005938942796
8,IoT solution providers,1000,0.526,0.526,0.526,0.5648208000354936
9,enterprise software vendors,10,0.6,0.006,0.011881188118811881,0.587550286357109
9,enterprise software vendors,50,0.28,0.014,0.02666666666666667,0.3340969721023459
9,enterprise software vendors,100,0.34,0.034,0.06181818181818182,0.35926057122454175
9,enterprise software vendors,500,0.438,0.219,0.292,0.4305283683276546
9,enterprise software vendors,1000,0.43,0.43,0.42999999999999994,0.4269966823172513
10,small consulting firms,10,0.9,0.009,0.01782178217821782,0.914856882358379
10,small consulting firms,50,0.9,0.045,0.08571428571428572,0.9103653649582636
10,small consulting firms,100,0.85,0.085,0.15454545454545457,0.8673882940858577
10,small consulting firms,500,0.63,0.315,0.42,0.6667896487581583
10,small consulting firms,1000,0.507,0.507,0.507,0.547367395892769
11,tech companies in Munich,10,0.9,0.009,0.01782178217821782,0.9052116356304493
11,tech companies in Munich,50,0.66,0.033,0.06285714285714285,0.7300342375304187
11,tech companies in Munich,100,0.67,0.067,0.12181818181818183,0.7116606661485307
11,tech companies in Munich,500,0.534,0.267,0.356,0.5662869208372308
11,tech companies in Munich,1000,0.414,0.414,0.414,0.4510610157330518
12,manufacturing in Baden-Württemberg,10,1.0,0.01,0.019801980198019802,1.0
12,manufacturing in Baden-Württemberg,50,0.98,0.049,0.09333333333333334,0.9857115326074308
12,manufacturing in Baden-Württemberg,100,0.97,0.097,0.1763636363636364,0.9759506056666423
12,manufacturing in Baden-Württemberg,500,0.78,0.39,0.5200000000000001,0.8097456406602528
12,manufacturing in Baden-Württemberg,1000,0.609,0.609,0.609,0.651946623965646
13,e-commerce platforms,10,1.0,0.01,0.019801980198019802,1.0
13,e-commerce platforms,50,0.78,0.039,0.07428571428571429,0.8433539062792161
13,e-commerce platforms,100,0.81,0.081,0.14727272727272728,0.8436582251719509
13,e-commerce platforms,500,0.846,0.423,0.564,0.8577058724876571
13,e-commerce platforms,1000,0.627,0.627,0.627,0.6670811903672628
14,pharmaceutical companies,10,1.0,0.01,0.019801980198019802,1.0
14,pharmaceutical companies,50,1.0,0.05,0.09523809523809523,1.0
14,pharmaceutical companies,100,1.0,0.1,0.18181818181818182,1.0
14,pharmaceutical companies,500,0.866,0.433,0.5773333333333334,0.8857069851191842
14,pharmaceutical companies,1000,0.749,0.749,0.749,0.7787168370669666
15,logistics companies in the US,10,0.2,0.002,0.0039603960396039604,0.1736666713479918
15,logistics companies in the US,50,0.08,0.004,0.007619047619047619,0.0964742590903391
15,logistics companies in the US,100,0.11,0.011,0.02,0.114043922551428
15,logistics companies in the US,500,0.236,0.118,0.15733333333333333,0.21972082616028776
15,logistics companies in the US,1000,0.277,0.277,0.277,0.2618813193246597
16,data analytics companies,10,1.0,0.01,0.019801980198019802,1.0
16,data analytics companies,50,0.74,0.037,0.07047619047619047,0.8095786734048426
16,data analytics companies,100,0.68,0.068,0.12363636363636364,0.7370339468025844
16,data analytics companies,500,0.574,0.287,0.3826666666666666,0.6064396501807567
16,data analytics companies,1000,0.48,0.48,0.48,0.5127834225389973
17,cybersecurity firms,10,0.9,0.009,0.01782178217821782,0.9305687780632227
17,cybersecurity firms,50,0.84,0.042,0.08,0.8577137936007375
17,cybersecurity firms,100,0.83,0.083,0.15090909090909094,0.8429825202829366
17,cybersecurity firms,500,0.694,0.347,0.46266666666666667,0.7153339762629399
17,cybersecurity firms,1000,0.633,0.633,0.633,0.6546835281445227
18,financial services companies,10,0.4,0.004,0.007920792079207921,0.3312392961638527
18,financial services companies,50,0.08,0.004,0.007619047619047619,0.11668759401481285
18,financial services companies,100,0.11,0.011,0.02,0.12559328609810844
18,financial services companies,500,0.158,0.079,0.10533333333333333,0.15754559492123202
18,financial services companies,1000,0.173,0.173,0.173,0.17086672131761912
19,retail chains in Europe,10,1.0,0.01,0.019801980198019802,1.0
19,retail chains in Europe,50,1.0,0.05,0.09523809523809523,1.0
19,retail chains in Europe,100,1.0,0.1,0.18181818181818182,1.0
19,retail chains in Europe,500,0.942,0.471,0.628,0.9513991571860144
19,retail chains in Europe,1000,0.743,0.743,0.743,0.7787989519985687
20,construction companies,10,1.0,0.01,0.019801980198019802,1.0
20,construction companies,50,0.8,0.04,0.07619047619047618,0.8557922277509835
20,construction companies,100,0.89,0.089,0.16181818181818183,0.9031813675766858
20,construction companies,500,0.768,0.384,0.5119999999999999,0.7894691119737982
20,construction companies,1000,0.619,0.619,0.619,0.6536073062773994
21,marketing agencies,10,0.7,0.007,0.013861386138613862,0.7702043899253147
21,marketing agencies,50,0.24,0.012,0.022857142857142854,0.3552506315246454
21,marketing agencies,100,0.3,0.03,0.05454545454545455,0.35593532563861036
21,marketing agencies,500,0.304,0.152,0.2026666666666667,0.31920113103971026
21,marketing agencies,1000,0.252,0.252,0.252,0.2682423870387412
22,human resources software,10,1.0,0.01,0.019801980198019802,1.0
22,human resources software,50,1.0,0.05,0.09523809523809523,1.0
22,human resources software,100,1.0,0.1,0.18181818181818182,1.0
22,human resources software,500,0.94,0.47,0.6266666666666667,0.9504870034805574
22,human resources software,1000,0.792,0.792,0.792,0.8210052087460442
23,supply chain management companies,10,0.9,0.009,0.01782178217821782,0.9266360779006401
23,supply chain management companies,50,0.34,0.017,0.03238095238095238,0.4744764401757286
23,supply chain management companies,100,0.41,0.041,0.07454545454545454,0.4757352398594578
23,supply chain management companies,500,0.358,0.179,0.2386666666666667,0.38261610573780847
23,supply chain management companies,1000,0.323,0.323,0.323,0.3424387154967737
24,solar panel manufacturers,10,1.0,0.01,0.019801980198019802,1.0
24,solar panel manufacturers,50,1.0,0.05,0.09523809523809523,1.0
24,solar panel manufacturers,100,1.0,0.1,0.18181818181818182,1.0
24,solar panel manufacturers,500,0.916,0.458,0.6106666666666666,0.9294218917481658
24,solar panel manufacturers,1000,0.757,0.757,0.757,0.7890574025215014
25,agricultural technology companies,10,0.4,0.004,0.007920792079207921,0.3686580539482399
25,agricultural technology companies,50,0.14,0.007,0.013333333333333334,0.1721529319522922
25,agricultural technology companies,100,0.15,0.015,0.027272727272727275,0.1682316283898528
25,agricultural technology companies,500,0.256,0.128,0.17066666666666666,0.24795751679793537
25,agricultural technology companies,1000,0.276,0.276,0.276,0.2690190185456255
26,electric vehicle manufacturers,10,1.0,0.01,0.019801980198019802,1.0
26,electric vehicle manufacturers,50,1.0,0.05,0.09523809523809523,1.0
26,electric vehicle manufacturers,100,1.0,0.1,0.18181818181818182,1.0
26,electric vehicle manufacturers,500,0.962,0.481,0.6413333333333333,0.9682567417266802
26,electric vehicle manufacturers,1000,0.837,0.837,0.8370000000000001,0.8601402311491247
27,biotech companies,10,1.0,0.01,0.019801980198019802,1.0
27,biotech companies,50,1.0,0.05,0.09523809523809523,1.0
27,biotech companies,100,0.96,0.096,0.17454545454545453,0.9699412048794229
27,biotech companies,500,0.798,0.399,0.532,0.829204126531706
27,biotech companies,1000,0.671,0.671,0.671,0.7084244574141617
28,digital transformation consultants,10,1.0,0.01,0.019801980198019802,1.0
28,digital transformation consultants,50,0.74,0.037,0.07047619047619047,0.8075850741880637
28,digital transformation consultants,100,0.72,0.072,0.13090909090909092,0.7669142359449173
28,digital transformation consultants,500,0.598,0.299,0.3986666666666666,0.628639634023893
28,digital transformation consultants,1000,0.476,0.476,0.476,0.5120608499301532
29,cloud computing providers,10,1.0,0.01,0.019801980198019802,1.0
29,cloud computing providers,50,0.68,0.034,0.06476190476190476,0.7633396370005939
29,cloud computing providers,100,0.72,0.072,0.13090909090909092,0.7600199620878486
29,cloud computing providers,500,0.792,0.396,0.5279999999999999,0.7982530560762423
29,cloud computing providers,1000,0.694,0.694,0.694,0.7125416010368637
30,mobile app development companies,10,1.0,0.01,0.019801980198019802,1.0
30,mobile app development companies,50,1.0,0.05,0.09523809523809523,1.0
30,mobile app development companies,100,1.0,0.1,0.18181818181818182,1.0
30,mobile app development companies,500,0.988,0.494,0.6586666666666667,0.9898685645300822
30,mobile app development companies,1000,0.897,0.897,0.897,0.9133040078476815
31,web design agencies,10,0.9,0.009,0.01782178217821782,0.9363792118010483
31,web design agencies,50,0.88,0.044,0.0838095238095238,0.9015128153408234
31,web design agencies,100,0.85,0.085,0.15454545454545457,0.8709870633117408
31,web design agencies,500,0.75,0.375,0.5,0.7719314767749895
31,web design agencies,1000,0.617,0.617,0.617,0.6498893216598445
32,SEO companies,10,1.0,0.01,0.019801980198019802,1.0
32,SEO companies,50,0.98,0.049,0.09333333333333334,0.9858821775362445
32,SEO companies,100,0.98,0.098,0.17818181818181816,0.9841153767448314
32,SEO companies,500,0.852,0.426,0.568,0.8727389012772416
32,SEO companies,1000,0.727,0.727,0.7269999999999999,0.7580008505554907
33,social media marketing agencies,10,1.0,0.01,0.019801980198019802,1.0
33,social media marketing agencies,50,0.98,0.049,0.09333333333333334,0.9858821775362445
33,social media marketing agencies,100,0.97,0.097,0.1763636363636364,0.976185186370623
33,social media marketing agencies,500,0.752,0.376,0.5013333333333333,0.7868061142925179
33,social media marketing agencies,1000,0.575,0.575,0.575,0.6217303329872266
34,venture capital firms,10,1.0,0.01,0.019801980198019802,1.0
34,venture capital firms,50,0.88,0.044,0.0838095238095238,0.90937153405139
34,venture capital firms,100,0.89,0.089,0.16181818181818183,0.9065386128281038
34,venture capital firms,500,0.864,0.432,0.576,0.8740424343954596
